t, portAccel, starAccel, portVel, starVel, portDist, starDist, xPos, yPos, theta
2.680000,3.120567,1.820331,8.797017,5.131593,72.351944,42.205301,24.923802,-44.400634,-1.004888
2.690000,3.119492,1.819704,8.828222,5.149796,72.881637,42.514288,24.815294,-44.805693,-1.012245
2.700000,3.118418,1.819077,8.859417,5.167993,73.413202,42.824368,24.702229,-45.211042,-1.019628
2.710000,3.117344,1.818451,8.890602,5.186184,73.946638,43.135539,24.584579,-45.616626,-1.027037
2.720000,3.116270,1.817824,8.921775,5.204369,74.481945,43.447801,24.462319,-46.022392,-1.034471
2.730000,3.115197,1.817198,8.952938,5.222547,75.019121,43.761154,24.335421,-46.428282,-1.041932
2.740000,3.114124,1.816573,8.984090,5.240719,75.558167,44.075597,24.203860,-46.834241,-1.049419
2.750000,3.113052,1.815947,9.015231,5.258885,76.099080,44.391130,24.067612,-47.240211,-1.056932
2.760000,3.111980,1.815322,9.046361,5.277044,76.641862,44.707753,23.926651,-47.646134,-1.064470
2.770000,3.110908,1.814696,9.077481,5.295197,77.186511,45.025465,23.780954,-48.051953,-1.072035
2.780000,3.109837,1.814071,9.108590,5.313344,77.733026,45.344265,23.630497,-48.457608,-1.079625
2.790000,3.108766,1.813447,9.139689,5.331485,78.281408,45.664155,23.475259,-48.863039,-1.087242
2.800000,3.107695,1.812822,9.170776,5.349620,78.831654,45.985132,23.315218,-49.268187,-1.094884
2.810000,3.106625,1.812198,9.201853,5.367748,79.383766,46.307197,23.150352,-49.672989,-1.102552
2.820000,3.105555,1.811574,9.232920,5.385870,79.937741,46.630349,22.980642,-50.077386,-1.110246
2.830000,3.104486,1.810950,9.263975,5.403985,80.493579,46.954588,22.806067,-50.481314,-1.117966
2.840000,3.103417,1.810326,9.295020,5.422095,81.051280,47.279914,22.626609,-50.884710,-1.125712
2.850000,3.102348,1.809703,9.326054,5.440198,81.610844,47.606325,22.442249,-51.287512,-1.133484
2.860000,3.101279,1.809080,9.357078,5.458295,82.172268,47.933823,22.252970,-51.689656,-1.141282
2.870000,3.100211,1.808457,9.388090,5.476386,82.735554,48.262406,22.058755,-52.091076,-1.149105
2.880000,3.099144,1.807834,9.419093,5.494471,83.300699,48.592075,21.859590,-52.491708,-1.156954
2.890000,3.098076,1.807211,9.450084,5.512549,83.867704,48.922828,21.655457,-52.891485,-1.164829
2.900000,3.097010,1.806589,9.481065,5.530621,84.436568,49.254665,21.446344,-53.290343,-1.172730
2.910000,3.095943,1.805967,9.512035,5.548687,85.007290,49.587586,21.232237,-53.688213,-1.180657
2.920000,3.094877,1.805345,9.542994,5.566747,85.579870,49.921591,21.013122,-54.085029,-1.188609
2.930000,3.093811,1.804723,9.573943,5.584800,86.154307,50.256679,20.788990,-54.480723,-1.196588
2.940000,3.092746,1.804102,9.604881,5.602847,86.730599,50.592850,20.559827,-54.875225,-1.204592
2.950000,3.091681,1.803480,9.635809,5.620888,87.308748,50.930103,20.325626,-55.268468,-1.212621
2.960000,3.090616,1.802859,9.666725,5.638923,87.888751,51.268438,20.086376,-55.660381,-1.220677
2.970000,3.089551,1.802238,9.697632,5.656952,88.470609,51.607855,19.842069,-56.050894,-1.228758
2.980000,3.088487,1.801618,9.728527,5.674974,89.054321,51.948354,19.592697,-56.439938,-1.236866
2.990000,3.087424,1.800997,9.759412,5.692990,89.639886,52.289933,19.338256,-56.827441,-1.244998
3.000000,3.086361,1.800377,9.790286,5.711000,90.227303,52.632593,19.078738,-57.213332,-1.253157
3.010000,3.085298,1.799757,9.821150,5.729004,90.816572,52.976334,18.814140,-57.597538,-1.261341
3.020000,3.084235,1.799137,9.852003,5.747002,91.407692,53.321154,18.544458,-57.979987,-1.269551
3.030000,3.083173,1.798518,9.882845,5.764993,92.000663,53.667053,18.269689,-58.360607,-1.277787
3.040000,3.082111,1.797898,9.913677,5.782978,92.595483,54.014032,17.989832,-58.739324,-1.286048
3.050000,3.081050,1.797279,9.944498,5.800957,93.192153,54.362089,17.704887,-59.116065,-1.294335
3.060000,3.079989,1.796660,9.975308,5.818930,93.790672,54.711225,17.414853,-59.490755,-1.302648
3.070000,3.078928,1.796041,10.006108,5.836897,94.391038,55.061439,17.119733,-59.863320,-1.310987
3.080000,3.077868,1.795423,10.036898,5.854857,94.993252,55.412730,16.819528,-60.233685,-1.319351
3.090000,3.076808,1.794805,10.067676,5.872811,95.597313,55.765099,16.514243,-60.601775,-1.327740
3.100000,3.075748,1.794187,10.098444,5.890759,96.203219,56.118545,16.203882,-60.967514,-1.336156
3.110000,3.074689,1.793569,10.129202,5.908701,96.810971,56.473067,15.888450,-61.330826,-1.344597
3.120000,3.073630,1.792951,10.159949,5.926637,97.420568,56.828665,15.567954,-61.691635,-1.353063
3.130000,3.072572,1.792334,10.190685,5.944566,98.032009,57.185339,15.242403,-62.049864,-1.361556
3.140000,3.071514,1.791716,10.221411,5.962490,98.645294,57.543088,14.911806,-62.405437,-1.370074
3.150000,3.070456,1.791099,10.252126,5.980407,99.260422,57.901913,14.576171,-62.758276,-1.378617
3.160000,3.069398,1.790482,10.282830,5.998318,99.877391,58.261812,14.235512,-63.108303,-1.387186
3.170000,3.068341,1.789866,10.313524,6.016223,100.496203,58.622785,13.889839,-63.455442,-1.395781
3.180000,3.067285,1.789249,10.344208,6.034121,101.116855,58.984832,13.539167,-63.799613,-1.404401
3.190000,3.066228,1.788633,10.374881,6.052014,101.739348,59.347953,13.183510,-64.140739,-1.413047
3.200000,3.065172,1.788017,10.405543,6.069900,102.363681,59.712147,12.822885,-64.478741,-1.421718
3.210000,3.064117,1.787402,10.436195,6.087780,102.989853,60.077414,12.457307,-64.813540,-1.430415
3.220000,3.063062,1.786786,10.466836,6.105654,103.617863,60.443753,12.086796,-65.145058,-1.439137
3.230000,3.062007,1.786171,10.497467,6.123522,104.247711,60.811165,11.711371,-65.473216,-1.447885
3.240000,3.060952,1.785556,10.528087,6.141384,104.879396,61.179648,11.331053,-65.797934,-1.456658
3.250000,3.059898,1.784941,10.558696,6.159239,105.512918,61.549202,10.945863,-66.119134,-1.465457
3.260000,3.058844,1.784326,10.589295,6.177089,106.148275,61.919827,10.555824,-66.436735,-1.474282
3.270000,3.057791,1.783711,10.619884,6.194932,106.785468,62.291523,10.160962,-66.750659,-1.483132
3.280000,3.056738,1.783097,10.650461,6.212769,107.424496,62.664289,9.761301,-67.060825,-1.492007
3.290000,3.055685,1.782483,10.681029,6.230600,108.065358,63.038125,9.356869,-67.367154,-1.500908
3.300000,3.054633,1.781869,10.711586,6.248425,108.708053,63.413031,8.947694,-67.669566,-1.509834
3.310000,3.053581,1.781256,10.742132,6.266244,109.352581,63.789005,8.533804,-67.967982,-1.518786
3.320000,3.052529,1.780642,10.772668,6.284056,109.998941,64.166049,8.115232,-68.262321,-1.527763
3.330000,3.051478,1.780029,10.803193,6.301863,110.647132,64.544161,7.692008,-68.552505,-1.536766
3.340000,3.050427,1.779416,10.833708,6.319663,111.297155,64.923340,7.264167,-68.838452,-1.545794
3.350000,3.049377,1.778803,10.864212,6.337457,111.949008,65.303588,6.831742,-69.120084,-1.554847
3.360000,3.048327,1.778191,10.894706,6.355245,112.602690,65.684903,6.394770,-69.397322,-1.563926
3.370000,3.047277,1.777578,10.925189,6.373027,113.258201,66.067284,5.953289,-69.670084,-1.573031
3.380000,3.046228,1.776966,10.955662,6.390803,113.915541,66.450732,5.507336,-69.938293,-1.582160
3.390000,3.045178,1.776354,10.986124,6.408572,114.574709,66.835247,5.056952,-70.201868,-1.591315
3.400000,3.044130,1.775742,11.016576,6.426336,115.235703,67.220827,4.602177,-70.460731,-1.600496
3.410000,3.043081,1.775131,11.047017,6.444093,115.898524,67.607472,4.143055,-70.714802,-1.609702
3.420000,3.042033,1.774520,11.077448,6.461845,116.563171,67.995183,3.679630,-70.964003,-1.618933
3.430000,3.040986,1.773908,11.107868,6.479590,117.229643,68.383959,3.211947,-71.208256,-1.628189
3.440000,3.039939,1.773298,11.138278,6.497329,117.897940,68.773798,2.740053,-71.447481,-1.637471
3.450000,3.038892,1.772687,11.168678,6.515062,118.568061,69.164702,2.263995,-71.681601,-1.646779
3.460000,3.037845,1.772076,11.199067,6.532789,119.240005,69.556669,1.783824,-71.910539,-1.656111
3.470000,3.036799,1.771466,11.229445,6.550510,119.913771,69.949700,1.299589,-72.134215,-1.665469
3.480000,3.035753,1.770856,11.259813,6.568224,120.589360,70.343793,0.811344,-72.352554,-1.674852
3.490000,3.034708,1.770246,11.290171,6.585933,121.266770,70.738949,0.319143,-72.565479,-1.684261
3.500000,3.033663,1.769637,11.320518,6.603635,121.946001,71.135167,-0.176961,-72.772913,-1.693694
3.510000,3.032618,1.769027,11.350854,6.621332,122.627053,71.532447,-0.676911,-72.974779,-1.703154
3.520000,3.031574,1.768418,11.381181,6.639022,123.309923,71.930789,-1.180648,-73.171003,-1.712638
3.530000,3.030530,1.767809,11.411496,6.656706,123.994613,72.330191,-1.688114,-73.361509,-1.722147
3.540000,3.029486,1.767200,11.441802,6.674384,124.681121,72.730654,-2.199247,-73.546222,-1.731682
3.550000,3.028443,1.766592,11.472096,6.692056,125.369447,73.132177,-2.713987,-73.725069,-1.741242
3.560000,3.027400,1.765983,11.502381,6.709722,126.059590,73.534761,-3.232269,-73.897974,-1.750828
3.570000,3.026357,1.765375,11.532655,6.727382,126.751549,73.938404,-3.754029,-74.064866,-1.760438
3.580000,3.025315,1.764767,11.562918,6.745036,127.445324,74.343106,-4.279200,-74.225671,-1.770074
3.590000,3.024273,1.764159,11.593172,6.762683,128.140915,74.748867,-4.807715,-74.380317,-1.779735
3.600000,3.023232,1.763552,11.623414,6.780325,128.838319,75.155686,-5.339505,-74.528733,-1.789421
3.610000,3.022190,1.762944,11.653647,6.797961,129.537538,75.563564,-5.874499,-74.670848,-1.799132
3.620000,3.021150,1.762337,11.683868,6.815590,130.238570,75.972499,-6.412626,-74.806592,-1.808869
3.630000,3.020109,1.761730,11.714080,6.833213,130.941415,76.382492,-6.953812,-74.935895,-1.818631
3.640000,3.019069,1.761124,11.744281,6.850831,131.646072,76.793542,-7.497983,-75.058689,-1.828418
3.650000,3.018029,1.760517,11.774472,6.868442,132.352540,77.205649,-8.045063,-75.174905,-1.838230
3.660000,3.016990,1.759911,11.804652,6.886047,133.060819,77.618811,-8.594974,-75.284476,-1.848067
3.670000,3.015951,1.759305,11.834822,6.903646,133.770909,78.033030,-9.147638,-75.387336,-1.857929
3.680000,3.014912,1.758699,11.864981,6.921239,134.482808,78.448304,-9.702974,-75.483419,-1.867817
3.690000,3.013874,1.758093,11.895131,6.938826,135.196516,78.864634,-10.260900,-75.572660,-1.877729
3.700000,3.012836,1.757488,11.925269,6.956407,135.912032,79.282018,-10.821335,-75.654995,-1.887667
3.710000,3.011799,1.756883,11.955398,6.973982,136.629356,79.700457,-11.384193,-75.730361,-1.897630
3.720000,3.010762,1.756278,11.985516,6.991551,137.348486,80.119950,-11.949389,-75.798695,-1.907618
3.730000,3.009725,1.755673,12.015623,7.009114,138.069424,80.540497,-12.516836,-75.859938,-1.917631
3.740000,3.008688,1.755068,12.045721,7.026670,138.792167,80.962097,-13.086445,-75.914028,-1.927669
3.750000,3.007652,1.754464,12.075807,7.044221,139.516716,81.384751,-13.658127,-75.960905,-1.937732
3.760000,3.006616,1.753860,12.105884,7.061766,140.243069,81.808457,-14.231791,-76.000513,-1.947820
3.770000,3.005581,1.753256,12.135950,7.079304,140.971226,82.233215,-14.807344,-76.032793,-1.957934
3.780000,3.004546,1.752652,12.166006,7.096837,141.701186,82.659025,-15.384693,-76.057690,-1.968072
3.790000,3.003511,1.752048,12.196051,7.114363,142.432949,83.085887,-15.963742,-76.075148,-1.978235
3.800000,3.002477,1.751445,12.226087,7.131884,143.166514,83.513800,-16.544396,-76.085114,-1.988424
3.810000,3.001443,1.750842,12.256111,7.149398,143.901881,83.942764,-17.126556,-76.087535,-1.998637
3.820000,3.000409,1.750239,12.286126,7.166907,144.639048,84.372778,-17.710124,-76.082359,-2.008876
3.830000,2.999376,1.749636,12.316130,7.184409,145.378016,84.803843,-18.295000,-76.069537,-2.019139
3.840000,2.998343,1.749033,12.346124,7.201905,146.118784,85.235957,-18.881081,-76.049018,-2.029428
3.850000,2.997310,1.748431,12.376107,7.219396,146.861350,85.669121,-19.468267,-76.020756,-2.039741
3.860000,2.996278,1.747829,12.406080,7.236880,147.605715,86.103334,-20.056452,-75.984703,-2.050079
3.870000,2.995246,1.747227,12.436043,7.254358,148.351877,86.538595,-20.645531,-75.940815,-2.060443
3.880000,2.994215,1.746625,12.465995,7.271831,149.099837,86.974905,-21.235399,-75.889047,-2.070831
3.890000,2.993184,1.746024,12.495937,7.289297,149.849593,87.412263,-21.825947,-75.829358,-2.081244
3.900000,2.992153,1.745423,12.525869,7.306757,150.601146,87.850668,-22.417067,-75.761705,-2.091683
3.910000,2.991122,1.744821,12.555791,7.324211,151.354493,88.290121,-23.008649,-75.686050,-2.102146
3.920000,2.990092,1.744221,12.585702,7.341660,152.109635,88.730620,-23.600582,-75.602355,-2.112634
3.930000,2.989063,1.743620,12.615603,7.359102,152.866571,89.172167,-24.192754,-75.510582,-2.123147
3.940000,2.988033,1.743019,12.645494,7.376538,153.625301,89.614759,-24.785051,-75.410696,-2.133685
3.950000,2.987004,1.742419,12.675374,7.393968,154.385823,90.058397,-25.377360,-75.302664,-2.144248
3.960000,2.985976,1.741819,12.705244,7.411392,155.148138,90.503081,-25.969565,-75.186453,-2.154835
3.970000,2.984947,1.741219,12.735104,7.428811,155.912244,90.948809,-26.561549,-75.062034,-2.165448
3.980000,2.983919,1.740620,12.764953,7.446223,156.678141,91.395583,-27.153194,-74.929377,-2.176085
3.990000,2.982892,1.740020,12.794792,7.463629,157.445829,91.843400,-27.744383,-74.788454,-2.186748
4.000000,2.981865,1.739421,12.824621,7.481029,158.215306,92.292262,-28.334995,-74.639241,-2.197435
4.010000,2.980838,1.738822,12.854440,7.498423,158.986573,92.742167,-28.924911,-74.481713,-2.208147
4.020000,2.979811,1.738223,12.884248,7.515812,159.759628,93.193116,-29.514008,-74.315848,-2.218884
4.030000,2.978785,1.737625,12.914046,7.533194,160.534470,93.645108,-30.102164,-74.141626,-2.229645
4.040000,2.977759,1.737026,12.943834,7.550570,161.311100,94.098142,-30.689255,-73.959028,-2.240432
4.050000,2.976734,1.736428,12.973612,7.567940,162.089517,94.552218,-31.275158,-73.768037,-2.251243
4.060000,2.975708,1.735830,13.003379,7.585305,162.869720,95.007337,-31.859747,-73.568638,-2.262079
4.070000,2.974684,1.735232,13.033136,7.602663,163.651708,95.463496,-32.442897,-73.360818,-2.272940
4.080000,2.973659,1.734635,13.062883,7.620015,164.435481,95.920697,-33.024480,-73.144565,-2.283826
4.090000,2.972635,1.734037,13.092620,7.637362,165.221038,96.378939,-33.604369,-72.919870,-2.294737
4.100000,2.971612,1.733440,13.122346,7.654702,166.008379,96.838221,-34.182435,-72.686725,-2.305672
4.110000,2.970588,1.732843,13.152062,7.672036,166.797503,97.298543,-34.758549,-72.445125,-2.316632
4.120000,2.969565,1.732246,13.181768,7.689365,167.588409,97.759905,-35.332583,-72.195066,-2.327617
4.130000,2.968542,1.731650,13.211464,7.706687,168.381097,98.222306,-35.904404,-71.936545,-2.338626
4.140000,2.967520,1.731053,13.241149,7.724004,169.175566,98.685747,-36.473882,-71.669564,-2.349661
4.150000,2.966498,1.730457,13.270824,7.741314,169.971815,99.150225,-37.040884,-71.394125,-2.360720
4.160000,2.965477,1.729861,13.300489,7.758619,170.769844,99.615743,-37.605280,-71.110232,-2.371803
4.170000,2.964455,1.729266,13.330144,7.775917,171.569653,100.082298,-38.166935,-70.817891,-2.382912
4.180000,2.963434,1.728670,13.359789,7.793210,172.371240,100.549890,-38.725716,-70.517112,-2.394045
4.190000,2.962414,1.728075,13.389423,7.810497,173.174606,101.018520,-39.281488,-70.207904,-2.405203
4.200000,2.961394,1.727480,13.419047,7.827778,173.979749,101.488187,-39.834118,-69.890280,-2.416385
4.210000,2.960374,1.726885,13.448661,7.845052,174.786668,101.958890,-40.383471,-69.564255,-2.427593
4.220000,2.959354,1.726290,13.478265,7.862321,175.595364,102.430629,-40.929410,-69.229847,-2.438825
4.230000,2.958335,1.725696,13.507858,7.879584,176.405836,102.903404,-41.471800,-68.887074,-2.450081
4.240000,2.957316,1.725101,13.537442,7.896841,177.218082,103.377215,-42.010505,-68.535959,-2.461362
4.250000,2.956298,1.724507,13.567015,7.914092,178.032103,103.852060,-42.545389,-68.176523,-2.472668
4.260000,2.955280,1.723913,13.596578,7.931337,178.847898,104.327940,-43.076314,-67.808795,-2.483999
4.270000,2.954262,1.723320,13.626131,7.948576,179.665466,104.804855,-43.603144,-67.432801,-2.495354
4.280000,2.953245,1.722726,13.655673,7.965809,180.484806,105.282803,-44.125742,-67.048572,-2.506733
4.290000,2.952228,1.722133,13.685206,7.983037,181.305918,105.761786,-44.643969,-66.656142,-2.518138
4.300000,2.951211,1.721540,13.714728,8.000258,182.128802,106.241801,-45.157689,-66.255544,-2.529567
4.310000,2.950195,1.720947,13.744240,8.017473,182.953456,106.722850,-45.666763,-65.846816,-2.541020
4.320000,2.949179,1.720354,13.773742,8.034683,183.779881,107.204931,-46.171055,-65.429999,-2.552498
4.330000,2.948163,1.719762,13.803234,8.051886,184.608075,107.688044,-46.670426,-65.005134,-2.564001
4.340000,2.947148,1.719170,13.832716,8.069084,185.438038,108.172189,-47.164738,-64.572265,-2.575528
4.350000,2.946133,1.718578,13.862187,8.086276,186.269769,108.657365,-47.653854,-64.131440,-2.587080
4.360000,2.945118,1.717986,13.891648,8.103462,187.103268,109.143573,-48.137637,-63.682707,-2.598657
4.370000,2.944104,1.717394,13.921100,8.120641,187.938534,109.630812,-48.615948,-63.226119,-2.610257
4.380000,2.943090,1.716803,13.950541,8.137815,188.775566,110.119080,-49.088650,-62.761729,-2.621883
4.390000,2.942077,1.716211,13.979971,8.154983,189.614365,110.608379,-49.555607,-62.289594,-2.633533
4.400000,2.941064,1.715620,14.009392,8.172145,190.454928,111.098708,-50.016682,-61.809772,-2.645207
4.410000,2.940051,1.715030,14.038803,8.189302,191.297256,111.590066,-50.471737,-61.322325,-2.656906
4.420000,2.939038,1.714439,14.068203,8.206452,192.141349,112.082453,-50.920637,-60.827316,-2.668630
4.430000,2.938026,1.713849,14.097594,8.223596,192.987204,112.575869,-51.363245,-60.324813,-2.680378
4.440000,2.937014,1.713258,14.126974,8.240735,193.834823,113.070313,-51.799427,-59.814884,-2.692150
4.450000,2.936003,1.712668,14.156344,8.257867,194.684203,113.565785,-52.229048,-59.297599,-2.703947
4.460000,2.934992,1.712078,14.185704,8.274994,195.535346,114.062285,-52.651972,-58.773033,-2.715769
4.470000,2.933981,1.711489,14.215054,8.292115,196.388249,114.559812,-53.068066,-58.241261,-2.727615
4.480000,2.932971,1.710899,14.244394,8.309230,197.242912,115.058366,-53.477197,-57.702363,-2.739485
4.490000,2.931960,1.710310,14.273724,8.326339,198.099336,115.557946,-53.879232,-57.156419,-2.751380
4.500000,2.930951,1.709721,14.303043,8.343442,198.957518,116.058552,-54.274039,-56.603514,-2.763299
4.510000,2.929941,1.709132,14.332353,8.360539,199.817460,116.560185,-54.661487,-56.043733,-2.775242
4.520000,2.928932,1.708544,14.361652,8.377630,200.679159,117.062843,-55.041444,-55.477164,-2.787211
4.530000,2.927924,1.707956,14.390941,8.394716,201.542615,117.566526,-55.413783,-54.903900,-2.799203
4.540000,2.926915,1.707367,14.420221,8.411795,202.407829,118.071233,-55.778373,-54.324034,-2.811220
4.550000,2.925907,1.706779,14.449490,8.428869,203.274798,118.576965,-56.135087,-53.737661,-2.823261
4.560000,2.924900,1.706192,14.478749,8.445937,204.143523,119.083722,-56.483797,-53.144882,-2.835327
4.570000,2.923893,1.705604,14.507998,8.462999,205.014003,119.591502,-56.824379,-52.545796,-2.847417
4.580000,2.922886,1.705017,14.537237,8.480055,205.886237,120.100305,-57.156707,-51.940507,-2.859531
4.590000,2.921879,1.704429,14.566466,8.497105,206.760225,120.610131,-57.480658,-51.329122,-2.871670
4.600000,2.920873,1.703842,14.595684,8.514149,207.635966,121.120980,-57.796108,-50.711749,-2.883833
4.610000,2.919867,1.703256,14.624893,8.531188,208.513460,121.632851,-58.102936,-50.088500,-2.896020
4.620000,2.918861,1.702669,14.654092,8.548220,209.392705,122.145745,-58.401023,-49.459487,-2.908232
4.630000,2.917856,1.702083,14.683281,8.565247,210.273702,122.659659,-58.690250,-48.824828,-2.920468
4.640000,2.916851,1.701497,14.712459,8.582268,211.156449,123.174595,-58.970498,-48.184640,-2.932728
4.650000,2.915847,1.700911,14.741628,8.599283,212.040947,123.690552,-59.241652,-47.539044,-2.945013
4.660000,2.914843,1.700325,14.770786,8.616292,212.927194,124.207530,-59.503597,-46.888164,-2.957322
4.670000,2.913839,1.699739,14.799934,8.633295,213.815190,124.725528,-59.756220,-46.232126,-2.969655
4.680000,2.912835,1.699154,14.829073,8.650293,214.704935,125.244545,-59.999409,-45.571057,-2.982013
